# Automatically generated
# duptype id depth size device inode priority name
DUPTYPE_WITHIN_SAME_TREE -14633 6 453 154 1855214 5 /openedx/staticfiles/xblock/resources/poll/translations/hi/LC_MESSAGES/text.mo
DUPTYPE_FIRST_OCCURRENCE 7339 4 456 154 1202162 5 /openedx/staticfiles/css/vendor/slickgrid/images/tick.2935054363ee.png
DUPTYPE_WITHIN_SAME_TREE -7339 5 456 154 1856479 5 /openedx/staticfiles/studio/css/vendor/slickgrid/images/tick.2935054363ee.png
DUPTYPE_WITHIN_SAME_TREE -7339 5 456 154 1855384 5 /openedx/staticfiles/studio/css/vendor/slickgrid/images/tick.png
DUPTYPE_WITHIN_SAME_TREE -7339 4 456 154 1200298 5 /openedx/staticfiles/css/vendor/slickgrid/images/tick.png
DUPTYPE_FIRST_OCCURRENCE 14726 6 456 154 1855861 5 /openedx/staticfiles/xblock/resources/recommender/translations/zh_CN/LC_MESSAGES/text.9924aa8ee09c.mo
DUPTYPE_WITHIN_SAME_TREE -14726 7 456 154 2646362 5 /openedx/staticfiles/studio/xblock/resources/recommender/translations/zh_CN/LC_MESSAGES/text.9924aa8ee09c.mo
DUPTYPE_WITHIN_SAME_TREE -14726 6 456 154 1855133 5 /openedx/staticfiles/xblock/resources/recommender/translations/zh_CN/LC_MESSAGES/text.mo
DUPTYPE_WITHIN_SAME_TREE -14726 7 456 154 2646047 5 /openedx/staticfiles/studio/xblock/resources/recommender/translations/zh_CN/LC_MESSAGES/text.mo
DUPTYPE_FIRST_OCCURRENCE 1183 1 457 154 1727787 5 /openedx/staticfiles/mptt/arrow-move-black.d657cbe13d79.png
DUPTYPE_WITHIN_SAME_TREE -1183 1 457 154 1727793 5 /openedx/staticfiles/mptt/arrow-move.d657cbe13d79.png
DUPTYPE_WITHIN_SAME_TREE -1183 2 457 154 2382066 5 /openedx/staticfiles/studio/mptt/arrow-move-black.png
DUPTYPE_WITHIN_SAME_TREE -1183 1 457 154 1726559 5 /openedx/staticfiles/mptt/arrow-move-black.png
DUPTYPE_WITHIN_SAME_TREE -1183 2 457 154 2383010 5 /openedx/staticfiles/studio/mptt/arrow-move.d657cbe13d79.png
DUPTYPE_WITHIN_SAME_TREE -1183 1 457 154 1726565 5 /openedx/staticfiles/mptt/arrow-move.png
DUPTYPE_WITHIN_SAME_TREE -1183 2 457 154 2382072 5 /openedx/staticfiles/studio/mptt/arrow-move.png
DUPTYPE_WITHIN_SAME_TREE -1183 2 457 154 2383004 5 /openedx/staticfiles/studio/mptt/arrow-move-black.d657cbe13d79.png
DUPTYPE_FIRST_OCCURRENCE 1077 1 457 154 934524 5 /openedx/staticfiles/js/course_info.0e87d00513f1.js
DUPTYPE_WITHIN_SAME_TREE -1077 1 457 154 933403 5 /openedx/staticfiles/js/course_info.js
DUPTYPE_FIRST_OCCURRENCE 11451 5 458 154 1202046 5 /openedx/staticfiles/support/jsx/entitlements/components/Search/SearchContainer.f237bd66ed19.jsx
DUPTYPE_WITHIN_SAME_TREE -11451 5 458 154 1200885 5 /openedx/staticfiles/support/jsx/entitlements/components/Search/SearchContainer.jsx
DUPTYPE_FIRST_OCCURRENCE 1457 2 458 154 1727715 5 /openedx/staticfiles/admin/img/search.7cf54ff789c6.svg
DUPTYPE_WITHIN_SAME_TREE -1457 3 458 154 2382963 5 /openedx/staticfiles/studio/admin/img/search.7cf54ff789c6.svg
DUPTYPE_WITHIN_SAME_TREE -1457 2 458 154 1726671 5 /openedx/staticfiles/admin/img/search.svg
DUPTYPE_WITHIN_SAME_TREE -1457 3 458 154 2381917 5 /openedx/staticfiles/studio/admin/img/search.svg
DUPTYPE_FIRST_OCCURRENCE 3425 2 458 154 1202840 5 /openedx/staticfiles/templates/debug/run_python_form.ba5b296e7aa8.html
DUPTYPE_WITHIN_SAME_TREE -3425 2 458 154 1201217 5 /openedx/staticfiles/templates/debug/run_python_form.html
DUPTYPE_FIRST_OCCURRENCE 14535 6 461 154 1978694 5 /openedx/staticfiles/xblock/resources/lti_consumer/translations/hi/LC_MESSAGES/text.ad74f6591866.mo
DUPTYPE_WITHIN_SAME_TREE -14535 7 461 154 2781297 5 /openedx/staticfiles/studio/xblock/resources/lti_consumer/translations/hi/LC_MESSAGES/text.ad74f6591866.mo
DUPTYPE_WITHIN_SAME_TREE -14535 7 461 154 2780851 5 /openedx/staticfiles/studio/xblock/resources/lti_consumer/translations/hi/LC_MESSAGES/text.mo
DUPTYPE_WITHIN_SAME_TREE -14535 6 461 154 1977999 5 /openedx/staticfiles/xblock/resources/lti_consumer/translations/hi/LC_MESSAGES/text.mo
DUPTYPE_FIRST_OCCURRENCE 9637 5 462 154 1594711 5 /openedx/staticfiles/edx-bootstrap/node_modules/bootstrap/scss/mixins/_pagination.89f0d99dff6d.scss
DUPTYPE_WITHIN_SAME_TREE -9637 5 462 154 1593579 5 /openedx/staticfiles/edx-bootstrap/node_modules/bootstrap/scss/mixins/_pagination.scss
DUPTYPE_FIRST_OCCURRENCE 1765 2 463 154 1727679 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/build/setupTest.0b974606ea28.js
DUPTYPE_WITHIN_SAME_TREE -1765 2 463 154 1726084 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/build/setupTest.js
DUPTYPE_FIRST_OCCURRENCE 5275 3 463 154 1595188 5 /openedx/staticfiles/paragon/src/Tabs/Tabs.stories.afde34f8e6d7.jsx
DUPTYPE_WITHIN_SAME_TREE -5275 3 463 154 1593957 5 /openedx/staticfiles/paragon/src/Tabs/Tabs.stories.jsx
DUPTYPE_FIRST_OCCURRENCE 12541 6 463 154 1727320 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/node_modules/@edx/paragon/src/Pagination/Pagination.dadb48cab3ea.scss
DUPTYPE_WITHIN_SAME_TREE -12541 6 463 154 1726402 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/node_modules/@edx/paragon/src/Pagination/Pagination.scss
DUPTYPE_FIRST_OCCURRENCE 4583 3 464 154 1456530 5 /openedx/staticfiles/js/edxnotes/plugins/search_override.db127e1b45ea.js
DUPTYPE_WITHIN_SAME_TREE -4583 3 464 154 1455176 5 /openedx/staticfiles/js/edxnotes/plugins/search_override.js
DUPTYPE_FIRST_OCCURRENCE 3475 2 464 154 1202702 5 /openedx/staticfiles/templates/embargo/default_courseware.704278e61882.html
DUPTYPE_WITHIN_SAME_TREE -3475 2 464 154 1201044 5 /openedx/staticfiles/templates/embargo/default_courseware.html
DUPTYPE_FIRST_OCCURRENCE 1195 1 464 154 1727786 5 /openedx/staticfiles/mptt/disclosure-right-black.a60e64d77eff.png
DUPTYPE_WITHIN_SAME_TREE -1195 2 464 154 2383006 5 /openedx/staticfiles/studio/mptt/disclosure-right.a60e64d77eff.png
DUPTYPE_WITHIN_SAME_TREE -1195 2 464 154 2383003 5 /openedx/staticfiles/studio/mptt/disclosure-right-black.a60e64d77eff.png
DUPTYPE_WITHIN_SAME_TREE -1195 1 464 154 1726561 5 /openedx/staticfiles/mptt/disclosure-right.png
DUPTYPE_WITHIN_SAME_TREE -1195 1 464 154 1726558 5 /openedx/staticfiles/mptt/disclosure-right-black.png
DUPTYPE_WITHIN_SAME_TREE -1195 1 464 154 1727789 5 /openedx/staticfiles/mptt/disclosure-right.a60e64d77eff.png
DUPTYPE_WITHIN_SAME_TREE -1195 2 464 154 2382068 5 /openedx/staticfiles/studio/mptt/disclosure-right.png
DUPTYPE_WITHIN_SAME_TREE -1195 2 464 154 2382065 5 /openedx/staticfiles/studio/mptt/disclosure-right-black.png
DUPTYPE_FIRST_OCCURRENCE 6841 4 465 154 1202256 5 /openedx/staticfiles/css/vendor/pdfjs/cmaps/Adobe-GB1-2.4b816ff568b2.bcmap
DUPTYPE_WITHIN_SAME_TREE -6841 5 465 154 1855482 5 /openedx/staticfiles/studio/css/vendor/pdfjs/cmaps/Adobe-GB1-2.bcmap
DUPTYPE_WITHIN_SAME_TREE -6841 4 465 154 1200396 5 /openedx/staticfiles/css/vendor/pdfjs/cmaps/Adobe-GB1-2.bcmap
DUPTYPE_WITHIN_SAME_TREE -6841 5 465 154 1856573 5 /openedx/staticfiles/studio/css/vendor/pdfjs/cmaps/Adobe-GB1-2.4b816ff568b2.bcmap
DUPTYPE_FIRST_OCCURRENCE 3249 2 466 154 1456718 5 /openedx/staticfiles/teams/templates/team-membership-details.a54406388099.underscore
DUPTYPE_WITHIN_SAME_TREE -3249 2 466 154 1455273 5 /openedx/staticfiles/teams/templates/team-membership-details.underscore
DUPTYPE_FIRST_OCCURRENCE 12745 6 467 154 933964 5 /openedx/staticfiles/js/vendor/markitup/sets/wiki/images/preview.2a5b7de72bf5.png
DUPTYPE_WITHIN_SAME_TREE -12745 7 467 154 1978882 5 /openedx/staticfiles/studio/js/vendor/markitup/sets/wiki/images/preview.2a5b7de72bf5.png
DUPTYPE_WITHIN_SAME_TREE -12745 6 467 154 933280 5 /openedx/staticfiles/js/vendor/markitup/sets/wiki/images/preview.png
DUPTYPE_WITHIN_SAME_TREE -12745 7 467 154 1978114 5 /openedx/staticfiles/studio/js/vendor/markitup/sets/wiki/images/preview.png
DUPTYPE_FIRST_OCCURRENCE 3477 2 467 154 1202703 5 /openedx/staticfiles/templates/embargo/default_enrollment.6b2ac872029c.html
DUPTYPE_WITHIN_SAME_TREE -3477 2 467 154 1201045 5 /openedx/staticfiles/templates/embargo/default_enrollment.html
DUPTYPE_FIRST_OCCURRENCE 14543 6 469 154 1978710 5 /openedx/staticfiles/xblock/resources/lti_consumer/translations/ko_KR/LC_MESSAGES/text.22757607c651.mo
DUPTYPE_WITHIN_SAME_TREE -14543 6 469 154 1978031 5 /openedx/staticfiles/xblock/resources/lti_consumer/translations/ko_KR/LC_MESSAGES/text.mo
DUPTYPE_WITHIN_SAME_TREE -14543 7 469 154 2905274 5 /openedx/staticfiles/studio/xblock/resources/lti_consumer/translations/ko_KR/LC_MESSAGES/text.22757607c651.mo
DUPTYPE_WITHIN_SAME_TREE -14543 7 469 154 2904322 5 /openedx/staticfiles/studio/xblock/resources/lti_consumer/translations/ko_KR/LC_MESSAGES/text.mo
DUPTYPE_FIRST_OCCURRENCE 2935 2 469 154 1457088 5 /openedx/staticfiles/studio/images/string-example.f036f1184adf.png
DUPTYPE_WITHIN_SAME_TREE -2935 2 469 154 1455949 5 /openedx/staticfiles/studio/images/string-example.png
DUPTYPE_FIRST_OCCURRENCE 6843 4 470 154 1200399 5 /openedx/staticfiles/css/vendor/pdfjs/cmaps/Adobe-GB1-3.bcmap
DUPTYPE_WITHIN_SAME_TREE -6843 5 470 154 1856576 5 /openedx/staticfiles/studio/css/vendor/pdfjs/cmaps/Adobe-GB1-3.be5c8267c6fe.bcmap
DUPTYPE_WITHIN_SAME_TREE -6843 4 470 154 1202259 5 /openedx/staticfiles/css/vendor/pdfjs/cmaps/Adobe-GB1-3.be5c8267c6fe.bcmap
DUPTYPE_WITHIN_SAME_TREE -6843 5 470 154 1855485 5 /openedx/staticfiles/studio/css/vendor/pdfjs/cmaps/Adobe-GB1-3.bcmap
DUPTYPE_FIRST_OCCURRENCE 3499 2 471 154 1202833 5 /openedx/staticfiles/templates/fields/field_readonly_account.8ca9427d8bc7.underscore
DUPTYPE_WITHIN_SAME_TREE -3499 2 471 154 1201209 5 /openedx/staticfiles/templates/fields/field_readonly_account.underscore
DUPTYPE_FIRST_OCCURRENCE 3467 2 471 154 1202699 5 /openedx/staticfiles/templates/emails/passed_verification_email.9d8ec3b91093.txt
DUPTYPE_WITHIN_SAME_TREE -3467 2 471 154 1201040 5 /openedx/staticfiles/templates/emails/passed_verification_email.txt
DUPTYPE_FIRST_OCCURRENCE 14698 6 472 154 1855855 5 /openedx/staticfiles/xblock/resources/recommender/translations/es_419/LC_MESSAGES/text.a30c2aaf05b8.mo
DUPTYPE_WITHIN_SAME_TREE -14698 7 472 154 2646035 5 /openedx/staticfiles/studio/xblock/resources/recommender/translations/es_419/LC_MESSAGES/text.mo
DUPTYPE_WITHIN_SAME_TREE -14698 7 472 154 2646356 5 /openedx/staticfiles/studio/xblock/resources/recommender/translations/es_419/LC_MESSAGES/text.a30c2aaf05b8.mo
DUPTYPE_WITHIN_SAME_TREE -14698 6 472 154 1855121 5 /openedx/staticfiles/xblock/resources/recommender/translations/es_419/LC_MESSAGES/text.mo
DUPTYPE_FIRST_OCCURRENCE 3439 2 473 154 1202787 5 /openedx/staticfiles/templates/discussion/_discussion_inline_studio.f27e2b206595.html
DUPTYPE_WITHIN_SAME_TREE -3439 2 473 154 1201158 5 /openedx/staticfiles/templates/discussion/_discussion_inline_studio.html
DUPTYPE_FIRST_OCCURRENCE 9599 5 474 154 1594709 5 /openedx/staticfiles/edx-bootstrap/node_modules/bootstrap/scss/mixins/_background-variant.a8951be7f19a.scss
DUPTYPE_WITHIN_SAME_TREE -9599 5 474 154 1593577 5 /openedx/staticfiles/edx-bootstrap/node_modules/bootstrap/scss/mixins/_background-variant.scss
DUPTYPE_FIRST_OCCURRENCE 5175 3 474 154 1727580 5 /openedx/staticfiles/paragon/src/CheckBoxGroup/index.11cc069ac1af.jsx
DUPTYPE_WITHIN_SAME_TREE -5175 3 474 154 1726063 5 /openedx/staticfiles/paragon/src/CheckBoxGroup/index.jsx
DUPTYPE_WITHIN_SAME_TREE -5175 6 474 154 1726435 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/node_modules/@edx/paragon/src/CheckBoxGroup/index.jsx
DUPTYPE_WITHIN_SAME_TREE -5175 6 474 154 1727347 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/node_modules/@edx/paragon/src/CheckBoxGroup/index.11cc069ac1af.jsx
DUPTYPE_WITHIN_SAME_TREE -5175 6 474 154 1593263 5 /openedx/staticfiles/studio-frontend/node_modules/@edx/paragon/src/CheckBoxGroup/index.jsx
DUPTYPE_WITHIN_SAME_TREE -5175 6 474 154 1594648 5 /openedx/staticfiles/studio-frontend/node_modules/@edx/paragon/src/CheckBoxGroup/index.11cc069ac1af.jsx
DUPTYPE_FIRST_OCCURRENCE 6321 3 475 154 1202561 5 /openedx/staticfiles/support/js/models/certificate.44152d7ed2ae.js
DUPTYPE_WITHIN_SAME_TREE -6321 3 475 154 1200865 5 /openedx/staticfiles/support/js/models/certificate.js
DUPTYPE_FIRST_OCCURRENCE 3517 2 475 154 1202868 5 /openedx/staticfiles/templates/financial-assistance/financial_assessment_submitted.27021575f805.underscore
DUPTYPE_WITHIN_SAME_TREE -3517 2 475 154 1201247 5 /openedx/staticfiles/templates/financial-assistance/financial_assessment_submitted.underscore
DUPTYPE_FIRST_OCCURRENCE 967 1 476 154 1203169 5 /openedx/staticfiles/images/icon-sm-verified.d8923fc267da.png
DUPTYPE_WITHIN_SAME_TREE -967 1 476 154 1201323 5 /openedx/staticfiles/images/icon-sm-verified.png
DUPTYPE_FIRST_OCCURRENCE 14965 7 477 154 1064523 5 /openedx/staticfiles/js/vendor/tinymce/js/tinymce/plugins/anchor/plugin.min.bd0b0f68e477.js
DUPTYPE_WITHIN_SAME_TREE -14965 7 477 154 1063909 5 /openedx/staticfiles/js/vendor/tinymce/js/tinymce/plugins/anchor/plugin.min.js
DUPTYPE_WITHIN_SAME_TREE -14965 8 477 154 2240852 5 /openedx/staticfiles/studio/js/vendor/tinymce/js/tinymce/plugins/anchor/plugin.min.js
DUPTYPE_WITHIN_SAME_TREE -14965 8 477 154 2241630 5 /openedx/staticfiles/studio/js/vendor/tinymce/js/tinymce/plugins/anchor/plugin.min.bd0b0f68e477.js
DUPTYPE_FIRST_OCCURRENCE 4525 3 478 154 1330781 5 /openedx/staticfiles/js/discovery/collections/filters.165e894994ef.js
DUPTYPE_WITHIN_SAME_TREE -4525 3 478 154 1329929 5 /openedx/staticfiles/js/discovery/collections/filters.js
DUPTYPE_FIRST_OCCURRENCE 4819 3 478 154 1330816 5 /openedx/staticfiles/js/learner_dashboard/models/course_entitlement_model.85c01d0a975d.js
DUPTYPE_WITHIN_SAME_TREE -4819 3 478 154 1329985 5 /openedx/staticfiles/js/learner_dashboard/models/course_entitlement_model.js
DUPTYPE_FIRST_OCCURRENCE 9639 5 479 154 1594713 5 /openedx/staticfiles/edx-bootstrap/node_modules/bootstrap/scss/mixins/_reset-text.d098796b4076.scss
DUPTYPE_WITHIN_SAME_TREE -9639 5 479 154 1593581 5 /openedx/staticfiles/edx-bootstrap/node_modules/bootstrap/scss/mixins/_reset-text.scss
DUPTYPE_FIRST_OCCURRENCE 8091 4 482 154 1595019 5 /openedx/staticfiles/studio-frontend/src/data/reducers/index.b5120238ce1a.js
DUPTYPE_WITHIN_SAME_TREE -8091 4 482 154 1593430 5 /openedx/staticfiles/studio-frontend/src/data/reducers/index.js
DUPTYPE_FIRST_OCCURRENCE 12719 6 483 154 933952 5 /openedx/staticfiles/js/vendor/markitup/sets/wiki/images/clean.5f8642ef197c.png
DUPTYPE_WITHIN_SAME_TREE -12719 7 483 154 1978102 5 /openedx/staticfiles/studio/js/vendor/markitup/sets/wiki/images/clean.png
DUPTYPE_WITHIN_SAME_TREE -12719 6 483 154 933268 5 /openedx/staticfiles/js/vendor/markitup/sets/wiki/images/clean.png
DUPTYPE_WITHIN_SAME_TREE -12719 7 483 154 1978870 5 /openedx/staticfiles/studio/js/vendor/markitup/sets/wiki/images/clean.5f8642ef197c.png
DUPTYPE_FIRST_OCCURRENCE 9677 5 484 154 1594725 5 /openedx/staticfiles/edx-bootstrap/node_modules/bootstrap/scss/utilities/_position.0ca5a3796af5.scss
DUPTYPE_WITHIN_SAME_TREE -9677 5 484 154 1593594 5 /openedx/staticfiles/edx-bootstrap/node_modules/bootstrap/scss/utilities/_position.scss
DUPTYPE_FIRST_OCCURRENCE 9267 4 485 154 1202434 5 /openedx/staticfiles/support/jsx/entitlements/data/store.9496cb887170.js
DUPTYPE_WITHIN_SAME_TREE -9267 4 485 154 1200890 5 /openedx/staticfiles/support/jsx/entitlements/data/store.js
DUPTYPE_FIRST_OCCURRENCE 9907 5 485 154 1855924 5 /openedx/staticfiles/js/bower/jquery/src/ajax/parseXML.a619ab384235.js
DUPTYPE_WITHIN_SAME_TREE -9907 10 485 154 2780735 5 /openedx/staticfiles/studio/xblock/resources/edx_sga/static/js/bower/jquery/src/ajax/parseXML.js
DUPTYPE_WITHIN_SAME_TREE -9907 5 485 154 1854973 5 /openedx/staticfiles/js/bower/jquery/src/ajax/parseXML.js
DUPTYPE_WITHIN_SAME_TREE -9907 10 485 154 2781079 5 /openedx/staticfiles/studio/xblock/resources/edx_sga/static/js/bower/jquery/src/ajax/parseXML.a619ab384235.js
DUPTYPE_WITHIN_SAME_TREE -9907 9 485 154 1977866 5 /openedx/staticfiles/xblock/resources/edx_sga/static/js/bower/jquery/src/ajax/parseXML.js
DUPTYPE_WITHIN_SAME_TREE -9907 6 485 154 2382657 5 /openedx/staticfiles/studio/js/bower/jquery/src/ajax/parseXML.a619ab384235.js
DUPTYPE_WITHIN_SAME_TREE -9907 9 485 154 1978487 5 /openedx/staticfiles/xblock/resources/edx_sga/static/js/bower/jquery/src/ajax/parseXML.a619ab384235.js
DUPTYPE_WITHIN_SAME_TREE -9907 6 485 154 2382213 5 /openedx/staticfiles/studio/js/bower/jquery/src/ajax/parseXML.js
DUPTYPE_FIRST_OCCURRENCE 6863 4 485 154 1202283 5 /openedx/staticfiles/css/vendor/pdfjs/cmaps/Adobe-Japan1-6.1c541669cdee.bcmap
DUPTYPE_WITHIN_SAME_TREE -6863 5 485 154 1856600 5 /openedx/staticfiles/studio/css/vendor/pdfjs/cmaps/Adobe-Japan1-6.1c541669cdee.bcmap
DUPTYPE_WITHIN_SAME_TREE -6863 5 485 154 1855509 5 /openedx/staticfiles/studio/css/vendor/pdfjs/cmaps/Adobe-Japan1-6.bcmap
DUPTYPE_WITHIN_SAME_TREE -6863 4 485 154 1200423 5 /openedx/staticfiles/css/vendor/pdfjs/cmaps/Adobe-Japan1-6.bcmap
DUPTYPE_FIRST_OCCURRENCE 1547 2 487 154 934328 5 /openedx/staticfiles/common/js/jasmine.common.conf.5918094724bb.js
DUPTYPE_WITHIN_SAME_TREE -1547 2 487 154 932858 5 /openedx/staticfiles/common/js/jasmine.common.conf.js
DUPTYPE_WITHIN_SAME_TREE -1547 3 487 154 1203322 5 /openedx/staticfiles/studio/common/js/jasmine.common.conf.5918094724bb.js
DUPTYPE_WITHIN_SAME_TREE -1547 3 487 154 1201450 5 /openedx/staticfiles/studio/common/js/jasmine.common.conf.js
DUPTYPE_FIRST_OCCURRENCE 1921 2 490 154 1456669 5 /openedx/staticfiles/images/social/ico-social-facebook.4569fe2bf11d.png
DUPTYPE_WITHIN_SAME_TREE -1921 2 490 154 1455216 5 /openedx/staticfiles/images/social/ico-social-facebook.png
DUPTYPE_FIRST_OCCURRENCE 7567 4 492 154 1856026 5 /openedx/staticfiles/instructor/ProblemBrowser/components/ReportStatus/ReportStatusContainer.d9fab18bdd4d.jsx
DUPTYPE_WITHIN_SAME_TREE -7567 4 492 154 1855076 5 /openedx/staticfiles/instructor/ProblemBrowser/components/ReportStatus/ReportStatusContainer.jsx
DUPTYPE_WITHIN_SAME_TREE -7567 5 492 154 2111818 5 /openedx/staticfiles/studio/instructor/ProblemBrowser/components/ReportStatus/ReportStatusContainer.d9fab18bdd4d.jsx
DUPTYPE_WITHIN_SAME_TREE -7567 5 492 154 2111475 5 /openedx/staticfiles/studio/instructor/ProblemBrowser/components/ReportStatus/ReportStatusContainer.jsx
DUPTYPE_FIRST_OCCURRENCE 1495 2 492 154 1727701 5 /openedx/staticfiles/admin/js/prepopulate_init.e056047b7a7e.js
DUPTYPE_WITHIN_SAME_TREE -1495 3 492 154 2382949 5 /openedx/staticfiles/studio/admin/js/prepopulate_init.e056047b7a7e.js
DUPTYPE_WITHIN_SAME_TREE -1495 2 492 154 1726580 5 /openedx/staticfiles/admin/js/prepopulate_init.js
DUPTYPE_WITHIN_SAME_TREE -1495 3 492 154 2381826 5 /openedx/staticfiles/studio/admin/js/prepopulate_init.js
DUPTYPE_FIRST_OCCURRENCE 3571 2 493 154 1202771 5 /openedx/staticfiles/templates/learner_dashboard/programs.32ffe2d2cdbc.html
DUPTYPE_WITHIN_SAME_TREE -3571 2 493 154 1201140 5 /openedx/staticfiles/templates/learner_dashboard/programs.html
DUPTYPE_FIRST_OCCURRENCE 3305 2 493 154 1202897 5 /openedx/staticfiles/templates/certificates/_accomplishment-header.a4cf858ba303.html
DUPTYPE_WITHIN_SAME_TREE -3305 2 493 154 1201291 5 /openedx/staticfiles/templates/certificates/_accomplishment-header.html
DUPTYPE_FIRST_OCCURRENCE 2901 2 493 154 1457121 5 /openedx/staticfiles/studio/images/large-problem-icon.4c1981f6dbff.png
DUPTYPE_WITHIN_SAME_TREE -2901 2 493 154 1455982 5 /openedx/staticfiles/studio/images/large-problem-icon.png
DUPTYPE_FIRST_OCCURRENCE 5779 3 495 154 2242017 5 /openedx/staticfiles/studio/js/collections/chapter.a9df8a56ac7f.js
DUPTYPE_WITHIN_SAME_TREE -5779 3 495 154 2241342 5 /openedx/staticfiles/studio/js/collections/chapter.js
DUPTYPE_FIRST_OCCURRENCE 14559 6 495 154 1978706 5 /openedx/staticfiles/xblock/resources/lti_consumer/translations/zh_CN/LC_MESSAGES/text.68b3118cce5d.mo
DUPTYPE_WITHIN_SAME_TREE -14559 7 495 154 2905270 5 /openedx/staticfiles/studio/xblock/resources/lti_consumer/translations/zh_CN/LC_MESSAGES/text.68b3118cce5d.mo
DUPTYPE_WITHIN_SAME_TREE -14559 6 495 154 1978023 5 /openedx/staticfiles/xblock/resources/lti_consumer/translations/zh_CN/LC_MESSAGES/text.mo
DUPTYPE_WITHIN_SAME_TREE -14559 7 495 154 2904314 5 /openedx/staticfiles/studio/xblock/resources/lti_consumer/translations/zh_CN/LC_MESSAGES/text.mo
DUPTYPE_FIRST_OCCURRENCE 14905 7 496 154 1201947 5 /openedx/staticfiles/js/vendor/tinymce/js/tinymce/classes/ui/Radio.89ef016dd697.js
DUPTYPE_WITHIN_SAME_TREE -14905 8 496 154 2240975 5 /openedx/staticfiles/studio/js/vendor/tinymce/js/tinymce/classes/ui/Radio.js
DUPTYPE_WITHIN_SAME_TREE -14905 8 496 154 2241685 5 /openedx/staticfiles/studio/js/vendor/tinymce/js/tinymce/classes/ui/Radio.89ef016dd697.js
DUPTYPE_WITHIN_SAME_TREE -14905 7 496 154 1200020 5 /openedx/staticfiles/js/vendor/tinymce/js/tinymce/classes/ui/Radio.js
DUPTYPE_FIRST_OCCURRENCE 1373 1 496 154 1203122 5 /openedx/staticfiles/templates/tracking_log.f377d9165931.html
DUPTYPE_WITHIN_SAME_TREE -1373 1 496 154 1200947 5 /openedx/staticfiles/templates/tracking_log.html
DUPTYPE_FIRST_OCCURRENCE 1189 1 496 154 1727794 5 /openedx/staticfiles/mptt/disclosure-down-black.d5001c451bec.png
DUPTYPE_WITHIN_SAME_TREE -1189 1 496 154 1726566 5 /openedx/staticfiles/mptt/disclosure-down-black.png
DUPTYPE_WITHIN_SAME_TREE -1189 1 496 154 1727785 5 /openedx/staticfiles/mptt/disclosure-down.d5001c451bec.png
DUPTYPE_WITHIN_SAME_TREE -1189 2 496 154 2382064 5 /openedx/staticfiles/studio/mptt/disclosure-down.png
DUPTYPE_WITHIN_SAME_TREE -1189 2 496 154 2383002 5 /openedx/staticfiles/studio/mptt/disclosure-down.d5001c451bec.png
DUPTYPE_WITHIN_SAME_TREE -1189 1 496 154 1726557 5 /openedx/staticfiles/mptt/disclosure-down.png
DUPTYPE_WITHIN_SAME_TREE -1189 2 496 154 2382073 5 /openedx/staticfiles/studio/mptt/disclosure-down-black.png
DUPTYPE_WITHIN_SAME_TREE -1189 2 496 154 2383011 5 /openedx/staticfiles/studio/mptt/disclosure-down-black.d5001c451bec.png
DUPTYPE_FIRST_OCCURRENCE 12501 6 497 154 1727306 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/node_modules/@edx/paragon/src/InputText/README.0aa59f442a51.md
DUPTYPE_WITHIN_SAME_TREE -12501 6 497 154 1726385 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/node_modules/@edx/paragon/src/InputText/README.md
DUPTYPE_WITHIN_SAME_TREE -12501 6 497 154 1593219 5 /openedx/staticfiles/studio-frontend/node_modules/@edx/paragon/src/InputText/README.md
DUPTYPE_WITHIN_SAME_TREE -12501 6 497 154 1594612 5 /openedx/staticfiles/studio-frontend/node_modules/@edx/paragon/src/InputText/README.0aa59f442a51.md
DUPTYPE_FIRST_OCCURRENCE 1929 2 497 154 1456665 5 /openedx/staticfiles/images/social/ico-social-youtube.dcebfd3382d9.png
DUPTYPE_WITHIN_SAME_TREE -1929 2 497 154 1455212 5 /openedx/staticfiles/images/social/ico-social-youtube.png
DUPTYPE_FIRST_OCCURRENCE 9683 5 498 154 1594734 5 /openedx/staticfiles/edx-bootstrap/node_modules/bootstrap/scss/utilities/_sizing.3e7cdb7eadea.scss
DUPTYPE_WITHIN_SAME_TREE -9683 5 498 154 1593603 5 /openedx/staticfiles/edx-bootstrap/node_modules/bootstrap/scss/utilities/_sizing.scss
DUPTYPE_FIRST_OCCURRENCE 3093 2 499 154 2242146 5 /openedx/staticfiles/studio/templates/group-edit.4b6dfb86a2b3.underscore
DUPTYPE_WITHIN_SAME_TREE -3093 2 499 154 2241225 5 /openedx/staticfiles/studio/templates/group-edit.underscore
DUPTYPE_FIRST_OCCURRENCE 5785 3 501 154 2242012 5 /openedx/staticfiles/studio/js/collections/course_update.1c5a91daea9d.js
DUPTYPE_WITHIN_SAME_TREE -5785 3 501 154 2241337 5 /openedx/staticfiles/studio/js/collections/course_update.js
